price_rub,statezip,sqrtmetres_living,sqrtmetres_lot,bedrooms,bathrooms,floors,view,condition,yr_built,sqrtmetres_above,sqrtmetres_basement
88150000,19,349.304,2604.9159999999997,5,4,2,0,3,1983,349.304,0
59770000,09,235.96599999999998,436.07259999999997,3,2.75,2,0,3,2005,235.96599999999998,0
19350000,76,163.504,2420.5095,3,1.75,1,0,3,1979,85.468,78.036
63640000,34,278.7,2354.1789,3,2.5,2,0,3,1995,278.7,0
27090000,61,179.297,895.8347,4,2.5,2,0,4,1992,179.297,0
105780000,57,282.416,650.3,4,2.5,2,0,3,2001,282.416,0
36120000,21,79.89399999999999,360.452,2,1,1,0,4,1916,79.89399999999999,0
26660000,51,131.918,710.685,3,1.75,1,0,4,1984,102.19,29.727999999999998
60200000,21,193.232,360.452,3,2,1,0,5,1954,107.764,85.468
23134000,05,144.924,390.18,3,2.5,2,0,3,2003,144.924,0
31819140,51,182.084,662.6557,4,2.5,2,0,3,2002,182.084,0
68800000,04,150.498,418.05,3,2.25,2,0,4,1926,150.498,0
48934000,07,340.943,983.1606999999999,5,3,1,0,5,1952,191.374,149.569
15050000,52,179.297,780.36,6,1.5,1,0,3,1971,95.687,83.61
37840000,37,119.841,119.4694,3,1.5,3,0,3,2000,119.841,0
37410000,25,183.013,1416.4462999999998,5,2.25,1,0,3,1986,134.70499999999998,48.308
29670000,07,143.066,641.8461,3,1.75,1,0,4,1955,85.468,57.598
47988000,36,202.522,359.52299999999997,4,2,1,0,3,1900,94.758,107.764
42140000,28,206.238,954.5475,3,2,2,0,3,1980,152.356,53.882
28810000,29,225.74699999999999,848.4557,3,1.75,1,0,4,1978,130.989,94.758
30100000,69,129.3168,4060.6589999999997,2,0.75,1.5,0,4,1978,129.3168,0
8600000,56,104.048,249.4365,4,1,1,0,3,1939,79.89399999999999,24.154
35905000,43,129.131,1003.3199999999999,4,1,1.5,0,4,1941,129.131,0
21758000,70,189.516,676.4049,3,1.75,1,0,3,1962,94.758,94.758
106640000,08,262.907,696.75,5,3,2,0,3,1923,228.534,34.373
42140000,76,280.558,771.2558,4,2.5,2,0,4,1994,280.558,0
40420000,07,212.74099999999999,1374.9199999999998,3,1.75,1,0,3,1965,150.498,62.242999999999995
41563800,13,112.40899999999999,1031.19,4,2,1,0,4,1955,112.40899999999999,0
56674000,30,233.179,587.1279999999999,3,2.5,2,0,3,1996,233.179,0
41280000,46,215.528,401.5138,4,1.75,1,0,3,1910,105.90599999999999,109.622
14190000,48,90.113,613.14,3,1,1,0,3,1965,90.113,0
56717000,03,169.078,510.95,3,1.75,1,0,4,1957,150.498,18.58
18911400,17,90.113,719.2318,3,1,1,0,4,1967,90.113,0
27090000,42,161.646,336.4838,2,1,1,0,4,1924,88.255,73.39099999999999
21500000,61,147.71099999999998,702.324,3,1.75,1,0,3,1984,104.97699999999999,42.734
23048000,68,128.202,464.5,2,1,1,0,3,1943,80.823,47.379
32680000,43,156.072,1033.3267,4,1.5,1,0,3,1959,104.97699999999999,51.095
42914000,21,113.338,278.7,2,1,1,0,3,1926,85.468,27.869999999999997
24510000,69,153.37789999999998,1690.78,2,2,1,0,3,1946,153.37789999999998,0
15738000,82,123.557,854.68,3,1.75,1,0,4,1973,123.557,0
92020000,08,273.126,429.3838,3,3,2,0,4,1988,207.167,65.959
36894000,37,130.989,115.7534,3,3.25,3,0,3,2005,130.989,0
34658000,46,102.19,334.25419999999997,2,1,1,0,4,1926,102.19,0
32293000,07,142.137,668.88,3,1.5,1,0,3,1975,142.137,0
44393200,42,196.019,478.435,3,2,1,0,5,1919,100.332,95.687
33110000,22,159.78799999999998,812.875,4,1.75,1,0,3,1971,79.89399999999999,79.89399999999999
44290000,22,167.22,464.5929,3,2.5,2,0,3,1996,167.22,0
32250000,55,205.309,875.7683,4,2.5,2,0,3,1999,205.309,0
55900000,22,237.82399999999998,904.0099,4,2.25,2,0,4,1973,237.82399999999998,0
26392368,51,93.829,717.0951,2,1.5,2,0,3,1981,93.829,0
74820000,64,310.286,1137.8392,4,2.5,2,1,3,1998,229.463,80.823
26660000,55,161.646,1028.8675,4,1,1.5,0,3,1965,161.646,0
21650500,61,122.628,668.88,3,2,1,0,5,1975,122.628,0
31476000,15,141.208,801.2624999999999,3,1.75,1,0,3,1976,141.208,0
36975700,116,186.72899999999998,880.692,3,1.5,1,0,3,1951,145.853,40.876
61060000,40,226.676,318.3683,3,3.5,2,0,3,2000,184.87099999999998,41.805
76970000,78,236.89499999999998,1939.2875,5,2.5,1,0,4,1953,149.569,87.326
12857000,12,93.829,877.905,3,1,1,0,4,1959,93.829,0
26660000,10,165.362,629.0259,3,2.5,1,0,3,1990,114.267,51.095
47730000,64,202.522,462.2704,3,2,1.5,2,4,1930,156.072,46.449999999999996
64500000,19,255.475,696.75,5,3.25,2,1,3,1937,199.73499999999999,55.739999999999995
64070000,30,324.221,652.5296,4,3.25,2,0,3,2006,324.221,0
59770000,34,236.89499999999998,4204.0966,3,2.5,2,0,3,2001,236.89499999999998,0
37238000,42,173.72299999999998,667.8580999999999,3,1.75,1,0,3,1959,117.98299999999999,55.739999999999995
26402000,07,106.835,760.2936,4,1,1.5,0,3,1947,106.835,0
56353650,13,190.445,1101.4224,3,1.75,1,0,3,1962,135.634,54.811
33712000,05,180.226,608.9594999999999,4,2.75,2,0,3,1990,180.226,0
101480000,19,337.227,557.4,5,3.75,1.5,0,3,2004,229.463,107.764
30955700,55,175.581,845.39,3,1.75,2,0,4,1952,175.581,0
30960000,27,151.427,963.8375,4,2,1,0,5,1968,151.427,0
48676000,21,226.676,464.5,4,1.75,1,0,3,1954,124.48599999999999,102.19
60200000,116,287.99,912.7425,5,2.75,2,2,4,1950,287.99,0
35690000,51,194.161,561.5805,3,2.5,2,0,3,2000,194.161,0
17157000,49,85.468,911.5348,3,1,1,0,4,1962,85.468,0
64414000,21,146.78199999999998,464.5,3,1,1.5,0,3,1926,146.78199999999998,0
58480000,118,163.504,780.36,3,1.75,1,0,4,1960,135.634,27.869999999999997
34400000,15,235.03699999999998,702.6027,4,2.5,1,0,3,1978,133.77599999999998,101.261
52288000,15,231.321,902.4305999999999,4,2.75,1,0,4,1983,130.06,101.261
50731400,28,359.52299999999997,3334.0881,4,4.5,2,0,3,2001,235.03699999999998,124.48599999999999
41280000,17,253.8028,882.55,5,2.5,1,2,4,1975,173.72299999999998,80.07979999999999
91117000,21,300.067,355.3425,5,3.25,2,0,3,2014,230.392,69.675
59770000,32,326.079,869.9155999999999,4,3.5,2,0,3,2001,326.079,0
77391400,19,239.682,363.1461,4,2.5,2,0,3,2013,239.682,0
42995700,14,98.47399999999999,112.22319999999999,2,2.25,2,0,3,2005,87.326,11.148
45847632,06,259.191,822.4436999999999,4,2.75,2,0,3,2013,259.191,0
26076060,82,186.6361,464.5,4,2.5,2,0,3,2014,186.6361,0
45150000,29,267.55199999999996,777.0156,5,2.75,2,0,3,2006,267.55199999999996,0
34395700,14,65.959,107.4853,2,1,2,0,4,1943,65.959,0
73171380,14,192.303,1230.0889,3,2.5,1.5,0,5,1910,117.98299999999999,74.32
31949000,55,127.273,774.4144,3,2,1,0,5,1964,127.273,0
44892000,02,160.71699999999998,780.36,3,1.75,1,0,4,1980,130.06,30.657
50568000,03,156.072,464.5,4,2,1,0,3,1950,91.042,65.03
23813400,06,125.41499999999999,937.9184,2,1,1,2,4,1952,125.41499999999999,0
21328000,48,140.279,843.3462,5,1.5,1,0,4,1959,140.279,0
24080000,41,172.79399999999998,613.7903,3,2.5,2,0,3,1989,172.79399999999998,0
57190000,42,394.825,408.76,6,3,2.5,0,4,1902,280.558,114.267
24965800,56,79.89399999999999,359.89459999999997,2,1,1,0,4,1931,79.89399999999999,0
45322000,08,152.356,379.032,2,1.75,1,0,3,1921,78.036,74.32
41884408,36,120.3055,101.5397,2,1.5,2,0,3,2007,102.6545,17.651
27950000,32,166.291,2547.9683,3,1.75,1,0,3,1978,104.97699999999999,61.314
68714000,46,205.309,585.27,3,1.5,1.5,0,5,1916,205.309,0
30444000,02,87.326,963.1872,3,1,1,0,3,1965,87.326,0
22575000,42,107.764,827.3674,3,1.5,1,0,3,1962,107.764,0
48177200,30,184.87099999999998,370.11359999999996,3,2.5,2,0,3,2004,184.87099999999998,0
18920000,52,97.545,585.27,3,1,1,0,3,1942,97.545,0
55900000,59,95.687,534.175,2,1,1,0,5,1928,95.687,0
37410000,55,131.918,239.7749,3,2.5,3,0,3,2004,131.918,0
86860000,02,349.304,2714.9096,4,2.5,2,0,3,1987,349.304,0
17200000,51,65.03,436.63,2,1,1,0,5,1953,65.03,0
25370000,66,195.09,474.4403,5,3.5,2,0,3,1999,130.989,64.101
49912594,30,208.096,2584.478,4,2.75,1.5,0,4,1976,208.096,0
75250000,27,322.363,2982.9260999999997,4,2.5,2,0,3,1995,322.363,0
44290000,55,313.073,1819.4465,3,2.5,2,0,3,1951,297.28,15.793
24510000,76,173.72299999999998,377.174,3,2.5,2,0,3,2005,173.72299999999998,0
24940000,05,141.208,1401.8609999999999,3,1.75,1,0,4,1968,141.208,0
30530000,29,69.675,1889.4931,1,1.75,1,0,4,1946,51.095,18.58
32766000,07,135.634,1059.7103,3,1.5,1,0,3,1954,135.634,0
49106000,15,241.54,693.4984999999999,3,2.5,2,0,3,1988,241.54,0
73323600,13,308.428,1105.6028999999999,4,2.5,2,0,5,1977,246.185,62.242999999999995
93310000,46,217.386,557.4,5,2.5,2,0,4,1922,217.386,0
31906000,116,82.681,668.88,3,1,1,0,3,1951,82.681,0
44204000,118,159.78799999999998,548.0171,3,1.75,1,1,3,1986,113.338,46.449999999999996
33196000,33,117.98299999999999,122.4422,3,1.5,2,0,3,2004,100.332,17.651
39904000,29,202.522,669.1587,4,2.5,2,0,4,1989,202.522,0
28810000,29,188.587,1254.1499999999999,4,2.25,1,0,3,1963,114.267,74.32
63640000,116,231.321,1656.6857,4,2.75,2,2,3,1979,138.421,92.89999999999999
39990000,116,136.563,497.015,4,1.75,1,0,3,1955,91.042,45.521
60200000,43,232.25,685.4162,3,2.75,1,0,5,1948,129.131,103.119
30100000,64,135.634,147.89679999999998,3,3.25,2,0,3,2006,104.97699999999999,30.657
12728000,10,57.598,767.4468999999999,1,1,1,0,3,1939,57.598,0
45580000,21,143.995,341.872,3,1.75,1,0,3,1927,97.545,46.449999999999996
30014000,37,132.847,93.08579999999999,3,2.5,3,0,3,2002,132.847,0
20640000,06,126.344,906.704,3,1.5,1.5,0,5,1984,126.344,0
28380000,41,205.309,702.0453,3,2.5,2,0,3,1989,205.309,0
63210000,03,228.534,473.78999999999996,4,1.75,1.5,0,5,1909,134.70499999999998,93.829
46870000,30,202.522,1457.8797,3,2.5,1,0,4,1979,171.86499999999998,30.657
18485700,76,145.853,452.8875,3,1.75,1,0,4,1977,121.699,24.154
56545000,82,384.606,2247.2509999999997,4,2.75,2,0,3,2002,384.606,0
40936000,33,105.90599999999999,510.95,3,1,1.5,0,4,1908,105.90599999999999,0
9460000,48,74.32,1393.5,2,1,1,0,3,1927,74.32,0
25112000,71,224.26059999999998,714.6797,4,2.75,2,0,3,2006,224.26059999999998,0
27262000,116,107.764,818.7276999999999,3,1,1,0,3,1952,107.764,0
39130000,49,294.493,992.9151999999999,4,2.5,2,2,3,2001,294.493,0
39560000,64,191.374,412.1973,3,2,1,0,3,1929,95.687,95.687
34830000,116,152.356,668.9729,3,2,1,0,3,1948,152.356,0
28638000,21,66.88799999999999,621.1294,2,1,1,0,3,1942,66.88799999999999,0
63812000,30,261.049,1020.5994,4,2.5,2,0,3,1997,261.049,0
39990000,55,194.161,901.3158,4,2.5,1,0,5,1965,122.628,71.533
69655700,09,304.712,574.2149,4,2.5,2,0,3,2001,304.712,0
53268400,03,194.161,335.36899999999997,4,2,1.5,0,5,1927,166.291,27.869999999999997
65566400,57,225.74699999999999,1356.9903,3,1.75,1,1,3,1949,114.267,111.47999999999999
46010000,28,234.108,4572.7238,5,2.25,2,0,4,1978,234.108,0
20124000,71,152.356,490.512,3,2,1.5,0,5,1910,152.356,0
26565400,82,209.025,677.6125999999999,3,2.5,2,0,3,1994,209.025,0
38700000,06,213.67,1788.325,4,2.5,1,0,4,1955,213.67,0
47085000,37,153.285,210.13979999999998,3,3.5,3,0,3,2010,153.285,0
34395700,14,65.959,105.06989999999999,2,1,2,0,4,1943,65.959,0
44376000,32,236.89499999999998,808.0441999999999,4,3.5,2,0,3,2007,236.89499999999998,0
21500000,55,91.2278,78.5934,2,1.5,2,0,3,2006,74.8774,16.3504
40850000,20,151.427,234.108,3,2.25,2,0,3,2005,151.427,0
35690000,29,236.89499999999998,418.05,4,2.5,2,0,3,2009,236.89499999999998,0
46870000,21,115.196,199.73499999999999,2,1.25,2,0,3,2014,115.196,0
28375700,41,228.1624,702.8814,3,2.5,2,0,3,2012,228.1624,0
113950000,78,297.28,1872.6781999999998,5,2.25,1,0,3,1965,148.64,148.64
67424000,34,366.955,10319.1462,3,3.5,1.5,0,3,1989,228.534,138.421
52524500,09,202.522,677.8913,4,2.25,2,0,3,1984,202.522,0
49708000,56,291.706,857.0024999999999,4,2.5,1,2,5,1966,164.433,127.273
127710000,19,374.387,1003.3199999999999,4,3.75,2,0,3,2006,374.387,0
40011500,43,180.226,709.9418,5,2,1.5,0,3,1957,180.226,0
27090000,42,90.113,526.2785,2,1,1,0,4,1908,90.113,0
77400000,11,228.534,4127.6399,4,2.25,1,0,4,1957,228.534,0
67897000,02,279.62899999999996,566.6899999999999,4,2.5,2,0,3,2005,279.62899999999996,0
58351000,118,228.534,613.14,3,2,1,2,4,1952,127.273,101.261
29455000,73,193.232,1056.7375,3,2,1,0,3,2002,193.232,0
73960000,30,367.88399999999996,651.4148,4,3.25,2,0,3,2005,367.88399999999996,0
26316000,82,231.321,754.7196,4,2.5,2,0,3,2001,231.321,0
49880000,08,191.374,557.4,5,2,2,0,3,1903,191.374,0
34830000,09,123.557,1456.4862,3,1,1,0,3,1984,83.61,39.946999999999996
43860000,22,148.64,1783.6799999999998,3,1.75,1,0,4,1967,148.64,0
14878000,26,76.178,970.805,2,1,1,0,4,1965,76.178,0
18060000,82,111.47999999999999,713.472,4,1.75,1,0,3,1968,111.47999999999999,0
38270000,03,97.545,526.1856,3,1,1,0,4,1947,84.539,13.006
50310000,33,177.439,139.4429,3,2.5,2.5,0,3,2007,142.137,35.302
32766000,07,167.22,557.4,3,1.75,1,0,5,1950,83.61,83.61
76540000,19,191.374,802.656,3,2.25,1,0,4,1966,191.374,0
20210000,63,170.936,900.8512999999999,3,1.75,1,0,4,1985,139.35,31.586
41280000,37,116.125,102.4687,3,2.5,3,2,3,2005,116.125,0
49450000,33,140.279,374.5728,2,1,1.5,0,3,1935,121.699,18.58
30100000,46,213.67,427.34,4,2.25,1.5,0,4,1904,124.48599999999999,89.184
22274000,12,138.421,702.324,4,1.5,2,0,3,1966,138.421,0
51514000,21,261.978,428.0832,5,2.75,1,0,3,1967,134.70499999999998,127.273
18060000,41,104.97699999999999,728.336,4,1.5,1,0,4,1970,104.97699999999999,0
101824000,03,297.28,696.75,4,2.5,1.5,1,5,1948,172.79399999999998,124.48599999999999
46870000,08,140.279,464.5,3,1,1.5,0,3,1909,140.279,0
25799570,82,183.013,696.75,3,2.5,2,0,3,1988,183.013,0
37840000,118,112.40899999999999,534.175,3,1,1.5,0,4,1910,112.40899999999999,0
60114000,34,304.712,2549.2689,4,2.5,2,0,3,1996,304.712,0
68370000,22,224.81799999999998,1659.1010999999999,3,2,1,1,5,1979,139.35,85.468
38270000,68,228.534,635.9934,5,1.75,1.5,0,5,1911,124.48599999999999,104.048
34227140,43,109.622,1101.9798,3,1,1,0,4,1948,109.622,0
60716000,08,176.51,594.56,3,2.75,1,0,5,1942,130.989,45.521
31218000,55,153.37789999999998,165.26909999999998,3,3.25,2,0,3,2008,124.57889999999999,28.799
73100000,57,197.87699999999998,1100.2147,4,2.25,2,0,4,1972,197.87699999999998,0
53320000,38,132.847,278.7,2,1,1.5,0,3,1929,120.77,12.077
28638000,29,177.439,858.7676,4,2.5,1,0,4,1963,177.439,0
63898000,57,196.019,1045.125,3,1.75,1,0,4,1961,196.019,0
38528000,23,151.427,351.162,2,1.5,1,0,4,1940,82.681,68.746
41710000,82,229.463,3258.2817,4,2.5,2,0,3,1989,229.463,0
42135700,82,245.256,2967.3188999999998,4,2.25,1,0,4,1986,245.256,0
42871000,29,277.771,689.318,5,2.75,2,0,3,1996,277.771,0
45666000,15,196.94799999999998,904.4744,3,2.5,2,0,3,1988,196.94799999999998,0
26660000,10,174.652,464.5,5,3,1,0,3,1997,102.19,72.462
145168000,08,278.7,696.75,4,2.5,2,0,3,1937,278.7,0
42570000,55,198.80599999999998,673.0604999999999,4,2.5,2,0,3,2003,198.80599999999998,0
42570000,24,164.3401,863.9699999999999,3,2,1,0,4,1955,164.3401,0
37840000,55,158.85899999999998,609.0523999999999,3,1,1.5,0,4,1926,111.47999999999999,47.379
24080000,68,39.018,624.288,1,0.75,1,0,3,1922,39.018,0
92020000,13,303.783,3292.8405,4,2.5,2,0,3,1989,303.783,0
88967000,78,220.173,1008.7081999999999,4,2.5,2,0,3,2003,220.173,0
21328000,05,164.433,543.9295,4,2.5,2,0,3,2003,164.433,0
25284000,82,205.309,786.3985,4,2.5,1,0,3,1990,138.421,66.88799999999999
48246000,20,158.85899999999998,384.606,3,2.25,2,0,3,2004,158.85899999999998,0
56459000,03,251.759,441.275,4,2,1,0,4,1919,135.634,116.125
56760000,37,217.386,275.913,3,3,2,0,5,1925,200.664,16.721999999999998
31820000,19,113.338,1595.2788,2,1,1,0,4,1947,113.338,0
30095700,02,98.47399999999999,884.8725,3,1,1,0,3,1966,98.47399999999999,0
19178000,35,84.539,916.8301,2,1,1,0,3,1957,84.539,0
48160000,23,174.652,360.452,4,1.75,1.5,0,4,1944,101.261,73.39099999999999
51084000,03,173.72299999999998,483.08,4,1.75,2,0,4,1937,111.47999999999999,62.242999999999995
51600000,36,137.492,501.65999999999997,3,2.25,2,0,4,1914,137.492,0
27090000,61,174.652,650.3,3,2.5,2,0,3,1993,174.652,0
36980000,116,175.581,557.4,4,1.75,1,0,4,1947,103.119,72.462
37840000,22,144.924,686.7167999999999,3,2.75,1,0,5,1972,95.687,49.236999999999995
26875000,37,99.40299999999999,111.47999999999999,2,1.5,2,0,3,1999,99.40299999999999,0
106640000,02,409.68899999999996,1335.902,5,4,2,0,3,2006,409.68899999999996,0
25800000,68,136.563,114.7315,3,3.25,2,0,3,2008,109.622,26.941
58480000,20,238.753,334.44,3,2.5,2.5,0,3,2007,238.753,0
28960500,28,108.693,93.9219,2,2.25,2,0,3,2009,108.693,0
70735000,37,215.528,460.784,5,3.5,2,0,5,1926,159.78799999999998,55.739999999999995
50654000,22,226.676,891.8399999999999,4,3,2,0,5,1961,226.676,0
74218000,09,382.748,2078.173,4,2.5,2,0,3,1997,382.748,0
18060000,12,133.77599999999998,527.672,2,1.75,1,0,4,1978,133.77599999999998,0
17727610,63,124.48599999999999,1028.403,3,1,1,0,4,1978,124.48599999999999,0
96750000,37,279.62899999999996,405.044,6,3.75,2,0,3,2014,185.79999999999998,93.829
24510000,42,170.936,799.0328999999999,3,1.75,1,0,3,1905,85.468,85.468
19780000,48,86.39699999999999,701.395,2,1,1,0,3,1986,86.39699999999999,0
72670000,06,378.103,10723.818599999999,4,2.75,2,0,3,2002,378.103,0
30100000,07,169.078,886.7305,3,1.75,1,0,3,1976,114.267,54.811
26144000,07,118.91199999999999,760.2936,3,1,1.5,0,4,1947,118.91199999999999,0
31820000,21,83.61,427.34,2,1,1,0,3,1951,83.61,0
69660000,01,183.94199999999998,1254.4287,3,1.75,1,2,4,1952,122.628,61.314
37840000,22,186.72899999999998,703.7175,4,2.25,1,0,3,1974,113.338,73.39099999999999
88580000,37,255.475,445.91999999999996,4,2.5,2,0,3,1905,182.084,73.39099999999999
66650000,33,291.706,1010.2874999999999,4,2,1,1,3,1939,180.226,111.47999999999999
114810000,38,390.18,538.8199999999999,5,2.25,2.5,0,4,1906,270.339,119.841
20210000,48,176.51,793.366,3,1.75,1,0,3,1980,88.255,88.255
42995700,37,170.007,278.7,3,1,1.5,0,3,1926,132.847,37.16
53535000,75,308.428,2207.304,5,2.75,2,0,4,1975,203.451,104.97699999999999
25800000,63,250.82999999999998,1004.6206,4,2.5,1,0,4,1966,144.924,105.90599999999999
17630000,41,119.841,609.9814,3,1,1,0,5,1976,119.841,0
37410000,22,139.35,759.2717,3,1.75,1,0,3,1997,139.35,0
59942000,27,339.085,4491.8079,4,2.75,1.5,0,4,1978,339.085,0
13158000,66,117.98299999999999,595.0245,3,1,1.5,0,3,1944,117.98299999999999,0
39044000,76,244.327,3623.1,4,2.25,2,0,3,1979,244.327,0
29670000,82,167.22,2472.5335,2,1.5,1,0,5,1987,115.196,52.024
50310000,23,173.72299999999998,260.77029999999996,3,1,1.5,0,4,1927,146.78199999999998,26.941
32680000,26,235.96599999999998,591.3085,4,2.5,2,0,3,2000,173.72299999999998,62.242999999999995
21551600,49,179.297,804.514,4,2.5,1,0,3,1981,104.048,75.249
76540000,57,257.33299999999997,1254.1499999999999,4,2.25,2,0,3,1974,257.33299999999997,0
31820000,29,206.238,495.9002,4,2.5,2,0,3,2001,206.238,0
31777000,116,153.285,925.0052999999999,3,1.5,1,0,4,1961,102.19,51.095
75938000,09,340.943,5058.405,4,2.5,2,0,3,1999,340.943,0
81700000,34,350.233,3259.0249,4,2.5,2,0,3,1989,350.233,0
52890000,09,218.315,1934.1779999999999,3,1.75,1,0,4,1978,167.22,51.095
26230000,10,112.40899999999999,486.796,3,1.5,1,0,4,1983,56.669,55.739999999999995
50740000,20,186.72899999999998,740.5988,4,2.5,2,0,4,1989,186.72899999999998,0
41710000,20,146.78199999999998,563.4385,3,2.5,2,0,3,1985,146.78199999999998,0
18490000,66,65.959,668.88,2,1,1,0,3,1943,65.959,0
36980000,09,177.439,468.216,3,2,1.5,0,3,1971,177.439,0
27941400,05,174.652,739.9485,4,2.5,2,0,3,2000,174.652,0
83850000,57,287.99,930.3005999999999,5,2.75,1,2,4,1973,154.214,133.77599999999998
78260000,38,218.315,371.59999999999997,5,2.5,2,0,3,1993,218.315,0
39555700,24,171.86499999999998,638.1301,3,1.75,1,2,5,1919,102.19,69.675
27950000,63,192.303,774.5073,3,2.5,2,0,3,1997,192.303,0
44118000,64,187.658,656.803,4,2.75,1,0,5,1958,93.829,93.829
40850000,09,146.78199999999998,1131.2432999999999,3,2.25,1,0,3,1981,111.47999999999999,35.302
36034000,35,249.90099999999998,738.2763,4,2.5,2,0,3,1993,249.90099999999998,0
11094000,26,106.835,2804.0935999999997,2,1,1,0,3,1950,106.835,0
62350000,11,298.209,1114.8,5,2.5,1,0,4,1968,170.007,128.202
49880000,02,189.516,429.8483,3,2.5,2,0,3,1992,189.516,0
33110000,55,178.368,448.9857,3,2.25,1,0,4,1921,98.47399999999999,79.89399999999999
22790000,71,176.51,983.6252,4,1.75,1,0,5,1958,176.51,0
28380000,59,99.40299999999999,107.2995,3,2.5,2,0,3,2005,66.88799999999999,32.515
57190000,27,259.191,4003.1539,4,2.5,2,0,4,1989,259.191,0
68714000,33,265.694,412.66179999999997,3,2.5,2,0,3,2000,265.694,0
50654000,59,209.025,817.52,3,2,1,0,4,1925,116.125,92.89999999999999
145770000,62,294.493,278.7,2,2.25,2,2,5,1900,184.87099999999998,109.622
46268000,37,135.634,668.88,3,1,1,0,3,1906,117.054,18.58
45588600,21,143.066,315.76709999999997,3,1,1.5,0,3,1926,111.47999999999999,31.586
61791000,42,270.339,613.14,3,2,2,0,4,1900,178.368,91.97099999999999
25714000,29,109.622,1293.8183,3,1.75,1,0,5,1962,109.622,0
47816000,64,152.356,690.8973,3,1.75,1,0,3,1948,101.261,51.095
14706000,70,141.208,1827.5287999999998,4,2,1,0,3,1920,94.758,46.449999999999996
46440000,05,335.36899999999997,908.0975,5,3,2,0,3,2003,335.36899999999997,0
21500000,76,130.06,354.3206,3,2.25,2,0,3,2012,130.06,0
68370000,20,297.28,301.925,4,3.5,2,0,3,2007,248.04299999999998,49.236999999999995
49450000,14,128.5736,119.5623,3,3,2,0,3,2006,106.27759999999999,22.296
32637000,28,130.989,119.5623,3,2.25,2,0,3,2005,119.841,11.148
33110000,29,190.445,490.1404,4,2.5,2,0,3,2006,190.445,0
35733000,54,162.575,443.96909999999997,4,2.5,2,0,3,2009,162.575,0
34185000,22,140.279,623.3589999999999,3,2,1,0,3,1972,99.40299999999999,40.876
45580000,116,179.297,670.1806,3,2.5,2,0,3,2005,179.297,0
75938000,75,274.984,3869.8424,4,2.5,2,0,3,1985,274.984,0
73100000,28,271.268,1103.652,5,2.75,1,0,5,1968,154.214,117.054
42720672,46,183.94199999999998,464.5,2,1,1,0,4,1923,101.261,82.681
28380000,116,132.847,823.5585,3,1.75,1,0,3,1950,132.847,0
63210000,20,227.605,388.97229999999996,4,2.75,2,2,3,2010,227.605,0
45150000,54,219.244,457.4396,4,2.75,2,0,3,2008,219.244,0
23215700,48,175.581,449.4502,3,2.5,2,0,3,2002,160.71699999999998,14.863999999999999
55900000,78,198.80599999999998,881.0636,3,1.75,1,0,3,1953,119.841,78.965
44763000,03,176.51,752.49,3,2,1,0,4,1940,88.255,88.255
56115000,20,250.82999999999998,847.4338,4,2.5,2,0,3,1990,250.82999999999998,0
43516000,01,225.74699999999999,743.1999999999999,5,3,1,0,4,1957,127.273,98.47399999999999
35776000,01,103.119,1128.735,3,1,1,0,4,1957,103.119,0
43000000,29,211.81199999999998,1425.7363,4,2.75,1,0,5,1960,211.81199999999998,0
39560000,03,143.995,437.3732,3,1.75,1,0,4,1949,79.89399999999999,64.101
31908150,15,142.137,829.1324999999999,3,2,1,0,3,1977,142.137,0
49536000,54,226.676,2638.8244999999997,4,2.5,2,0,3,2002,226.676,0
30401000,35,163.504,892.0258,4,2.25,2,0,3,1987,163.504,0
15738000,71,99.40299999999999,752.49,3,1.75,1,0,4,1957,99.40299999999999,0
65626686,08,184.87099999999998,516.524,3,1.75,1,0,4,1939,102.19,82.681
39560000,59,101.261,371.59999999999997,2,1.5,1,0,3,1951,90.113,11.148
70950000,59,175.581,644.5402,4,1.5,1.5,0,3,1919,175.581,0
22790000,29,92.89999999999999,850.035,3,1,1,0,3,1969,92.89999999999999,0
25370000,55,164.433,765.0314999999999,3,1.75,1,0,3,1960,95.687,68.746
35948000,42,219.244,580.625,4,3,1,2,3,1960,135.634,83.61
47644000,35,314.002,10116.81,3,3.5,2,0,3,1999,250.82999999999998,63.172
45967000,20,157.93,292.635,3,2.5,2,0,3,2005,157.93,0
59340000,38,148.64,371.59999999999997,2,1.75,1,0,5,1918,78.965,69.675
45580000,20,190.445,590.8439999999999,4,2.5,2,0,3,1988,190.445,0
30717996,20,112.40899999999999,96.616,2,1.75,2,0,3,2014,112.40899999999999,0
25800000,48,180.226,590.3795,5,3,1,0,3,2007,111.47999999999999,68.746
26144000,35,168.149,812.875,4,2,1,0,2,1967,103.119,65.03
33110000,46,157.001,379.032,4,1.75,1,0,4,1984,80.823,76.178
35690000,03,167.22,275.913,4,2,1,0,4,1923,92.89999999999999,74.32
82818000,13,304.712,613.4187,4,3.5,2,0,3,2007,304.712,0
26592232,06,106.835,891.8399999999999,3,1.75,1,0,3,1979,106.835,0
20210000,55,81.752,167.68449999999999,2,1.5,2,0,3,1999,81.752,0
57362000,23,159.78799999999998,752.49,3,1.5,2,0,3,1907,159.78799999999998,0
40420000,11,140.279,743.1999999999999,3,1.5,1,0,4,1956,140.279,0
32250000,36,115.196,278.7,4,2,1,0,3,1908,96.616,18.58
35260000,19,146.78199999999998,890.0749,4,2,1,0,3,1953,146.78199999999998,0
